id,dep,name,pop2018,agri,art,cadr,interm,emp,ouvr,retr
38264,38,La Morte,134,"9,85294117647058","24,6323529411764",0,"4,92647058823529","4,92647058823529","9,85294117647058","59,1176470588235"
38265,38,La Motte-d'Aveillans,1701,0,"44,1566006392561","64,739880725497","231,525037638624","240,194241349783","198,861377486259","394,751104073082"
38266,38,La Motte-Saint-Martin,"448,999999999999",0,"20,0626331057979","40,2419529237901","81,2900375993772","50,7984533844555","45,8271679433245","69,7999185039678"
38267,38,Mottier,742,"4,83072916666667","33,8151041666667","19,3229166666667","86,9531250000001","67,6302083333334","101,4453125","144,921875"
38268,38,Le Moutaret,"260,999999999999",0,"15,0576923076923","20,0769230769231","45,1730769230769","10,0384615384615","15,0576923076923","75,2884615384615"
38269,38,La Mure,"4929,99999999999","24,9582713902145","124,380318737151","169,536215153005","378,357219642389","677,615470343408","537,467910182161","1540,84682815244"
38270,38,La Murette,1860,10,45,270,255,180,115,415
38271,38,Murianette,"872,000000000004",0,"15,1740139211137","101,160092807425","121,39211136891","85,9860788863109","65,754060324826","212,436194895592"
38272,38,Murinais,"400,999999999999","20,5302481530041","10,5189541884123","40,5731431787555","57,0053806986567","36,0555186265994","20,6127829668749","105,376907255628"
38273,38,Nantes-en-Ratier,466,5,15,45,45,65,30,120
38275,38,Serre-Nerpol,302,"24,4890887854562","4,89781775709124","14,6934532712737","44,3763179958252","44,1790125411558","29,3869065425474","58,7738130850949"
38276,38,Nivolas-Vermelle,"2648,99999999999","10,0114417795608","115,13158046495","195,223114701436","340,389020505069","390,446229402873","240,27460270946","523,850880299608"
38277,38,Notre-Dame-de-Commiers,"519,999999999998",0,"20,0735721089629","55,1101776516067","65,130718977095","90,417237502414","55,2786736545457","59,6524890889322"
38278,38,Notre-Dame-de-l'Osier,497,"5,06145767277107","5,05374740163743","60,7452846689224","55,660672674281","60,7452729415803","40,4763349456186","155,760019868825"
38279,38,Notre-Dame-de-Mésage,1131,5,15,70,170,165,80,340
38280,38,Notre-Dame-de-Vaulx,515,0,"9,8848368522073","34,5969289827256","84,021113243762","54,3666026871402","34,5969289827256","158,157389635317"
38281,38,Noyarey,2216,"20,1981415353063","79,4977554993996","218,909297784886","309,933623911324","259,2952553106","184,029054923457","562,014917318761"
38282,38,Optevoz,858,"14,5578231292517","43,6734693877551","43,6734693877551","111,609977324263","116,462585034014","116,462585034014","135,873015873016"
38283,38,Oris-en-Rattier,112,0,0,"5,28301886792453","10,5660377358491","10,5660377358491","10,5660377358491","52,8301886792453"
38284,38,Ornacieux-Balbins,"846,000000000001","15,1851851851852","46,2962962962963","51,4814814814815","102,037037037037","101,296296296296","90,925925925926","224,444444444445"
38285,38,Ornon,161,5,10,10,20,10,25,45
38286,38,Oulles,6,0,0,"4,28571428571429",0,0,0,0
38287,38,Oyeu,1033,0,"35,9397139774175","102,696147901832","138,625374621033","143,777243841119","97,5416840275996","225,779397919469"
38288,38,Oytier-Saint-Oblas,1653,0,"58,895486935867","137,422802850356","319,017220902613","269,937648456057","147,238717339667","245,397862232779"
38289,38,Oz,"223,999999999999",0,"21,0328638497652","26,2910798122066","26,2910798122066","47,3239436619718","5,25821596244131","42,0657276995305"
38290,38,Pact,852,"10,2799821665694","30,2738806519311","40,4516756543332","120,521034384678","100,248430349504","156,967314678779","169,983430450345"
38291,38,Pajay,1147,0,"35,4875884628721","25,382815181998","86,2212159006043","207,801492837747","182,709214964568","224,19224569658"
38292,38,Villages du Lac de Paladru,2507,"19,8337939613872","84,2936243358958","218,17173357526","342,13294583393","292,548460930462","242,963976026994","609,889164312658"
38294,38,Panossas,662,"9,5868116208905","35,2450592371096","54,5179860543561","139,604042902498","99,6685685975145","45,5554428925203","67,1112180628274"
38295,38,Parmilieu,709,"15,1304268947429","31,266072653455","10,0874210017884","110,926441087786","65,5478272387959","110,941924390438","176,551673840033"
38296,38,Le Passage,833,0,"31,7592592592593","81,6666666666667","122,5","127,037037037037","104,351851851852","113,425925925926"
38297,38,Arandon-Passins,1828,"19,5192327170449","68,3173145096572","63,437506330396","253,750025321584","190,312518991188","312,307723472719","365,985613444592"
38298,38,Le Péage-de-Roussillon,6588,"15,4826446281858","178,836862832743","159,987327824587","521,249035815589","586,546504708302","922,98973353014","1514,42865182948"
38299,38,Pellafol,137,"5,03676470588235",0,0,"25,1838235294118","10,0735294117647","20,1470588235294","70,5147058823529"
